Id,Y
16384,0.9397607182776416
16385,0.9401201397195
16386,0.9552581953783081
16387,0.9398047016875242
16388,0.9415591743596512
16389,0.9397877399509922
16390,0.9409078066170099
16391,0.9398307173024892
16392,0.9433548487111189
16393,0.9387297745642735
16394,0.937644358192172
16395,0.9411663812643303
16396,0.9427100240412583
16397,0.9562581116821562
16398,0.9396137517104091
16399,0.9390832044833638
16400,0.9412626084867113
16401,0.9569074692549824
16402,0.9433509292685104
16403,0.947749264255437
16404,0.9433702223234116
16405,0.9464849461414453
16406,0.9423439721742469
16407,0.9550690226825188
16408,0.9414777125345672
16409,0.9695161260634717
16410,0.9422186969750896
16411,0.9416402628940451
16412,0.9373623721840462
16413,0.9391097101142509
16414,0.9435421392506573
16415,0.9467349515333147
16416,0.9389185297438543
16417,0.9416188612722673
16418,0.9446498760874235
16419,0.9405546630876841
16420,0.9430051489197508
16421,0.9398900642130847
16422,0.9798984195384121
16423,0.9390922487244118
16424,0.9442132385297659
16425,0.9438572253842614
16426,0.9477316602824426
16427,0.9450694490215961
16428,0.9403876658375417
16429,0.9436665473730242
16430,0.9396854575734085
16431,0.9447918581962713
16432,0.9412689206909498
16433,0.939023735112048
16434,0.9387406820458157
16435,0.9726016236196611
16436,0.9440901810658415
16437,0.9411123785282758
16438,0.9394270607713144
16439,0.945188481462979
16440,0.9395639994834278
16441,0.9393770268886249
16442,0.940573391124787
16443,0.9423029322935715
16444,0.9402962133129534
16445,0.9430104130666174
16446,0.9402299075643393
16447,0.9483860403193536
16448,0.9427108525262173
16449,0.9404891285463544
16450,0.9450483175421096
16451,0.9483734493342377
16452,0.942994960148786
16453,0.9400600247614334
16454,0.9472136826997001
16455,0.9392885563807869
16456,0.9455737671084723
16457,0.9399809429961107
16458,0.945609509917427
16459,0.9478942556706946
16460,0.9407540391384016
16461,0.9403192718745451
16462,0.941301523197848
16463,0.9397515406623903
16464,0.9463282713654523
16465,0.9392988591163669
16466,0.9403073364376392
16467,0.9391854344683994
16468,0.9398098721852088
16469,0.9396459005458457
16470,0.9394064438425868
16471,0.9539073194720423
16472,0.9435876492777447
16473,0.9404575420090121
16474,0.9386965788470817
16475,0.9443089546986212
16476,0.9386647309972557
16477,0.9456157734332321
16478,0.9438054202484447
16479,0.9409206018516879
16480,0.9412058106377545
16481,0.9470079997956417
16482,0.9369275909407424
16483,0.9404590724337054
16484,0.9474853547625872
16485,0.9388291198232287
16486,0.938757382463822
16487,0.939710935520201
16488,0.9408354612243028
16489,0.9420260936983683
16490,0.9389409077621416
16491,0.9419486891280475
16492,0.942744304094295
16493,0.9392448784084425
16494,0.9441840381486395
16495,0.9496978731677879
16496,0.9420864172283926
16497,0.9492052038294402
16498,0.9440843087355988
16499,0.9399353537261925
16500,0.9383306881434291
16501,0.9391534357776395
16502,0.9434366810359311
16503,0.940060546085363
16504,0.9393831384984455
16505,0.9394793309305334
16506,0.9396037569883979
16507,0.9385352040214308
16508,0.939876972733664
16509,0.9399432031307907
16510,0.9411941971383068
16511,0.9437802195432922
16512,0.940677839607091
16513,0.9391881284969922
16514,0.9386230975690039
16515,0.9406660832536271
16516,0.9432961189919342
16517,0.9394734439326254
16518,0.9439225016677788
16519,0.9408848060624151
16520,0.9396552142684858
16521,0.9416105064857772
16522,0.9450205040405196
16523,0.9377005752522469
16524,0.9417612774147676
16525,0.94052853226981
16526,0.939082161452122
16527,0.9408597918663084
16528,0.9410105398342612
16529,0.9452501066920721
16530,0.9378848094005063
16531,0.9395014993709431
16532,0.9379864316542229
16533,0.9394201798469556
16534,0.9462920930487068
16535,0.9490207352186943
16536,0.941159562486923
16537,0.9394291668785115
16538,0.936030819008442
16539,0.9403504821578945
16540,0.9504395365806914
16541,0.9397018963440766
16542,0.9407815779959989
16543,0.9457403690456945
16544,0.9420264646294697
16545,0.9396114704865032
16546,0.9394729939722669
16547,0.9393770871531483
16548,0.9444450747071604
16549,0.9450862914827556
16550,0.9401321795940264
16551,0.9389239393573693
16552,0.9399119341663293
16553,0.9391725274037336
16554,0.9422665984413982
16555,0.9558697084993838
16556,0.9378777000271381
16557,0.9399949401767164
16558,0.9477525143609755
16559,0.9399027422561608
16560,0.9391591133071046
16561,0.9412607447109888
16562,0.9394659995283418
16563,0.9396326950512067
16564,0.93985728729821
16565,0.9387693774869701
16566,0.9406869919232046
16567,0.9387778151325871
16568,0.9388559199422613
16569,0.9460516300655418
16570,0.9402913978140464
16571,0.9468142399005064
16572,0.9448501416824234
16573,0.939360237679472
16574,0.9405307619817416
16575,0.9401773153587367
16576,0.9405481668628433
16577,0.9398104984843088
16578,0.9430079569997004
16579,0.9404100444145569
16580,0.9391260650435184
16581,0.939329138835234
16582,0.9421604739484527
16583,0.9379338068151981
16584,0.9432754509505373
16585,0.9535655083949961
16586,0.9421318728911201
16587,0.9448455264053963
16588,0.9404356952666482
