Id,Y
16384,0.93100095
16385,0.87385595
16386,0.99249035
16387,0.9909519
16388,0.96576583
16389,0.9912157
16390,0.9198744
16391,0.9094042
16392,0.9932767
16393,0.9921101
16394,0.94804925
16395,0.96208614
16396,0.9926172
16397,0.9440491
16398,0.93183064
16399,0.99229115
16400,0.97002137
16401,0.9914243
16402,0.9663498
16403,0.94593996
16404,0.9600933
16405,0.94006056
16406,0.9398769
16407,0.9538793
16408,0.9862112
16409,0.9522612
16410,0.92884815
16411,0.9341536
16412,0.9449095
16413,0.9462347
16414,0.96676064
16415,0.9387103
16416,0.9574796
16417,0.92611223
16418,0.9627633
16419,0.9921669
16420,0.9929181
16421,0.92562145
16422,0.99154246
16423,0.9373095
16424,0.9918829
16425,0.98993546
16426,0.99071246
16427,0.9929595
16428,0.9744042
16429,0.964856
16430,0.94900113
16431,0.9641476
16432,0.9937738
16433,0.99078137
16434,0.95520526
16435,0.95994586
16436,0.9931206
16437,0.9481249
16438,0.92494947
16439,0.9926484
16440,0.9281104
16441,0.9615395
16442,0.99367476
16443,0.9922261
16444,0.08254518
16445,0.9643356
16446,0.9487565
16447,0.95370823
16448,0.95290405
16449,0.9008141
16450,0.95872104
16451,0.96270347
16452,0.94135654
16453,0.9317553
16454,0.9202187
16455,0.9514846
16456,0.9475056
16457,0.992362
16458,0.9492916
16459,0.9684408
16460,0.99088645
16461,0.9945872
16462,0.9512352
16463,0.94810927
16464,0.9951101
16465,0.9901149
16466,0.9440015
16467,0.90013534
16468,0.89783704
16469,0.93804634
16470,0.991776
16471,0.95915645
16472,0.94238925
16473,0.9644136
16474,0.9218695
16475,0.9636816
16476,0.9322536
16477,0.96380633
16478,0.94992554
16479,0.96560293
16480,0.958679
16481,0.94873846
16482,0.9940895
16483,0.94774085
16484,0.9661163
16485,0.939885
16486,0.9899358
16487,0.9438574
16488,0.09757572
16489,0.9529771
16490,0.9415474
16491,0.99504846
16492,0.9004773
16493,0.9920398
16494,0.93453306
16495,0.96560293
16496,0.9950832
16497,0.92157614
16498,0.99241966
16499,0.99221534
16500,0.9498832
16501,0.8999966
16502,0.92344415
16503,0.9317553
16504,0.95884454
16505,0.99483347
16506,0.9444317
16507,0.9292793
16508,0.9901754
16509,0.92594755
16510,0.14906593
16511,0.91699463
16512,0.9903352
16513,0.9542262
16514,0.8956219
16515,0.9317616
16516,0.9267011
16517,0.89117867
16518,0.95564
16519,0.9597266
16520,0.93616223
16521,0.93204755
16522,0.92233396
16523,0.9052349
16524,0.9513504
16525,0.9288338
16526,0.9894748
16527,0.9518212
16528,0.96560395
16529,0.96020156
16530,0.93785936
16531,0.8990321
16532,0.9935748
16533,0.9201276
16534,0.9935022
16535,0.94172084
16536,0.95211726
16537,0.913437
16538,0.9353397
16539,0.89119613
16540,0.93949246
16541,0.93616223
16542,0.9936544
16543,0.94273925
16544,0.9693889
16545,0.99021006
16546,0.18787915
16547,0.91030264
16548,0.92184174
16549,0.9601281
16550,0.9669945
16551,0.9268922
16552,0.94951963
16553,0.95279163
16554,0.9445219
16555,0.92514217
16556,0.92596084
16557,0.9355072
16558,0.94593996
16559,0.9330989
16560,0.9596958
16561,0.9470886
16562,0.89117867
16563,0.9501188
16564,0.94272685
16565,0.90136933
16566,0.9495466
16567,0.8988671
16568,0.9444024
16569,0.9913175
16570,0.93590343
16571,0.9929677
16572,0.9302215
16573,0.93794495
16574,0.99377304
16575,0.9447972
16576,0.9681538
16577,0.96073604
16578,0.9598557
16579,0.940316
16580,0.9135252
16581,0.09503453
16582,0.940316
16583,0.9547061
16584,0.9490664
16585,0.99241126
16586,0.9931718
16587,0.94734806
16588,0.9891143
16589,0.9911657
16590,0.9924144
16591,0.9547721
16592,0.925244
16593,0.99504846
16594,0.95681757
16595,0.9229995
16596,0.9609571
16597,0.95413834
16598,0.90392905
16599,0.9423146
16600,0.9636157
16601,0.9264658
16602,0.991
16603,0.99336594
16604,0.9502612
16605,0.99370617
16606,0.93350214
16607,0.89879304
16608,0.99448085
16609,0.94329315
16610,0.94702005
16611,0.98979086
16612,0.9572375
16613,0.96909106
16614,0.9613483
16615,0.95127106
16616,0.92344415
16617,0.9910891
16618,0.9508708
16619,0.947018
16620,0.99236625
16621,0.94079596
16622,0.92338264
16623,0.95839775
16624,0.93743426
16625,0.9917961
16626,0.9483836
16627,0.92344415
16628,0.95332545
16629,0.993975
16630,0.99383426
16631,0.9926751
16632,0.93166995
16633,0.96467996
16634,0.9661578
16635,0.96407527
16636,0.91966486
16637,0.99214447
16638,0.93410736
16639,0.9525722
16640,0.9602371
16641,0.98862666
16642,0.9117099
16643,0.9134693
16644,0.9374721
16645,0.9464541
16646,0.93616223
16647,0.94755
16648,0.9321691
16649,0.99181974
16650,0.9596577
16651,0.9428225
16652,0.9429031
16653,0.09919966
16654,0.99341667
16655,0.93673193
16656,0.9942545
16657,0.9594843
16658,0.9892027
16659,0.94581336
16660,0.95245624
16661,0.9452134
16662,0.96648675
16663,0.9563123
16664,0.9384238
16665,0.9920575
16666,0.9912157
16667,0.9694016
16668,0.9934788
16669,0.99335563
16670,0.99165076
16671,0.9334582
16672,0.96133345
16673,0.9929316
16674,0.9924737
16675,0.9602328
16676,0.991667
16677,0.9930763
16678,0.99241525
16679,0.99135613
16680,0.9215479
16681,0.9628731
16682,0.94623715
16683,0.9529569
16684,0.93163353
16685,0.987677
16686,0.94658905
16687,0.94238925
16688,0.95757776
16689,0.9952395
16690,0.993683
16691,0.9458847
16692,0.95026773
16693,0.9077889
16694,0.94896483
16695,0.99313253
16696,0.9526024
16697,0.9308313
16698,0.99373275
16699,0.94619554
16700,0.9917989
16701,0.90454185
16702,0.99060035
16703,0.9628419
16704,0.99287003
16705,0.08508947
16706,0.9926012
16707,0.8776312
16708,0.9619649
16709,0.99436
16710,0.9074726
16711,0.9134693
16712,0.99279433
16713,0.9266431
16714,0.96541923
16715,0.9932306
16716,0.9686909
16717,0.95909
16718,0.94134474
16719,0.9480953
16720,0.99504846
16721,0.9564635
16722,0.9931298
16723,0.99431956
16724,0.9242262
16725,0.9917493
16726,0.9550227
16727,0.9899131
16728,0.9919669
16729,0.9299015
16730,0.95457083
16731,0.92588806
16732,0.9937423
16733,0.95630586
16734,0.96509516
16735,0.99344313
16736,0.9315554
16737,0.9914458
16738,0.92149866
16739,0.93985224
16740,0.9456302
16741,0.9382541
16742,0.9620772
16743,0.95828474
16744,0.9931519
16745,0.9628647
16746,0.96367913
16747,0.9875688
16748,0.9924856
16749,0.9651822
16750,0.99351186
16751,0.96868837
16752,0.9919776
16753,0.9608091
16754,0.9627417
16755,0.9937636
16756,0.89964527
16757,0.9873165
16758,0.9906376
16759,0.9415631
16760,0.9503958
16761,0.9943453
16762,0.94502413
16763,0.9496053
16764,0.98796487
16765,0.9939931
16766,0.95940846
16767,0.923356
16768,0.7995076
16769,0.9177689
16770,0.9420671
16771,0.9602371
16772,0.9175978
16773,0.92694134
16774,0.9277654
16775,0.99504846
16776,0.94849944
16777,0.9135243
16778,0.9495606
16779,0.9441643
16780,0.9535746
16781,0.9891957
16782,0.95327866
16783,0.9870335
16784,0.98953396
16785,0.9183574
16786,0.95200336
16787,0.99027413
16788,0.9470714
16789,0.90952075
16790,0.94822264
16791,0.9246815
16792,0.91624725
16793,0.99433833
16794,0.9562514
16795,0.99189645
16796,0.9934274
16797,0.9424606
16798,0.92085874
16799,0.92376405
16800,0.9343564
16801,0.91666734
16802,0.93534946
16803,0.93174416
16804,0.94882476
16805,0.93620557
16806,0.9569996
16807,0.98988533
16808,0.96166724
16809,0.90503377
16810,0.9931206
16811,0.9639936
16812,0.93900293
16813,0.97028166
16814,0.9946727
16815,0.90065974
16816,0.99504846
16817,0.91742826
16818,0.99491394
16819,0.99277157
16820,0.9689048
16821,0.9929283
16822,0.9936697
16823,0.9382519
16824,0.9389059
16825,0.9388188
16826,0.945458
16827,0.8969546
16828,0.9180864
16829,0.9475948
16830,0.9545633
16831,0.9914704
16832,0.9268747
16833,0.9651822
16834,0.94496346
16835,0.94873655
16836,0.90853596
16837,0.99220055
16838,0.92704767
16839,0.9532195
16840,0.9463318
16841,0.92912865
16842,0.991793
16843,0.95842195
16844,0.94528186
16845,0.9905912
16846,0.99351865
16847,0.9396882
16848,0.99106336
16849,0.94329244
16850,0.9608194
16851,0.95576197
16852,0.994476
16853,0.99070424
16854,0.8742333
16855,0.9653203
16856,0.95669925
16857,0.993222
16858,0.9915592
16859,0.9527956
16860,0.924182
16861,0.9550929
16862,0.992416
16863,0.94647086
16864,0.9523933
16865,0.105288535
16866,0.98839116
16867,0.89518285
16868,0.95736104
16869,0.9699758
16870,0.96648675
16871,0.9651822
16872,0.8955681
16873,0.9915975
16874,0.95145136
16875,0.994117
16876,0.993683
16877,0.950757
16878,0.9358265
16879,0.9917887
16880,0.94513094
16881,0.9474237
16882,0.9585959
16883,0.99300885
16884,0.994117
16885,0.96537614
